work_id,mp_id,state,district,ia_id,category,scale,unit,latitude,longitude,recommended_date,recommended_amount,sanction_date,sanctioned_amount,expected_duration_days,status,completion_date,work_description
W01178,MP015,West Bengal,Malda,IA028,Street Lighting (per 50 units),3.94,batch,17.21786,82.95985,2024-07-06,2261724.82,2024-07-19,2217210.74,90,Completed,2024-10-16,Street Lighting (per 50 units) at Malda constituency site 13
W01179,MP023,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,1.94,unit,29.64539,86.24966,2025-08-20,1758713.48,2025-10-07,1765739.07,150,Completed,2026-03-11,Drinking Water Facility at Coimbatore constituency site 14
W01180,MP037,Bihar,Muzaffarpur,IA032,School Building Renovation,1.65,unit,27.54027,82.00373,2024-03-08,2013138.63,2024-04-23,2036016.51,200,Completed,2024-09-28,School Building Renovation at Muzaffarpur constituency site 15
W01181,MP021,West Bengal,Malda,IA014,Community Hall,1.0,unit,17.37512,82.82634,2024-03-09,3347608.38,2024-05-03,3348888.17,240,Completed,2024-11-09,Community Hall at Malda constituency site 16
W01182,MP001,West Bengal,Malda,IA019,School Building Renovation,1.98,unit,17.44621,82.95395,2025-08-01,2573665.67,2025-09-18,2588063.68,200,Completed,2026-04-18,School Building Renovation at Malda constituency site 17
W01183,MP016,West Bengal,Howrah,IA058,Community Hall,1.0,unit,21.88,72.75086,2025-06-15,2914196.99,2025-08-03,2790017.77,240,Completed,2026-04-09,Community Hall at Howrah constituency site 18
W01184,MP002,West Bengal,Howrah,IA022,Health Sub-Centre Upgrade,1.0,unit,22.11927,72.59151,2024-11-25,1547739.73,2024-12-21,1561996.87,210,Completed,2025-08-08,Health Sub-Centre Upgrade at Howrah constituency site 19
W01185,MP037,Bihar,Muzaffarpur,IA032,Community Hall,1.0,unit,27.40616,82.0166,2023-08-25,2479866.07,2025-02-11,2491021.17,240,In Progress,,Community Hall at Muzaffarpur constituency site 20
W01186,MP024,Maharashtra,Nagpur,IA034,Community Hall,1.0,unit,24.64143,85.03455,2026-02-07,3724411.93,2026-02-22,3620680.66,240,In Progress,,Community Hall at Nagpur constituency site 21
W01187,MP018,Bihar,Gaya,IA042,Public Toilet Complex,2.85,unit,23.22333,72.89928,2024-01-26,1308313.52,2024-02-19,1291315.93,120,Completed,2024-06-29,Public Toilet Complex at Gaya constituency site 22
W01188,MP021,West Bengal,Malda,IA007,Drainage / Sewage Line (per km),0.39,km,17.3877,82.86773,2024-03-11,528067.68,2024-03-26,513822.37,180,Completed,2024-09-04,Drainage / Sewage Line (per km) at Malda constituency site 23
W01189,MP018,Bihar,Gaya,IA025,Drinking Water Facility,2.87,unit,23.40057,73.03307,2025-04-28,2771460.46,2025-06-02,2763326.8,150,Completed,2025-10-23,Drinking Water Facility at Gaya constituency site 24
W01190,MP033,Uttar Pradesh,Meerut,IA005,School Building Renovation,1.38,unit,27.83255,83.08405,2025-04-03,1431333.83,2025-04-16,1416542.41,200,Completed,2025-11-10,School Building Renovation at Meerut constituency site 25
W01191,MP007,Maharashtra,Nagpur,IA016,Street Lighting (per 50 units),1.46,batch,24.57785,85.10272,2023-05-03,894926.91,2023-06-08,866481.98,90,Completed,2023-08-17,Street Lighting (per 50 units) at Nagpur constituency site 26
W01192,MP035,West Bengal,Howrah,IA058,Road Construction (per km),1.06,km,22.1313,72.58071,2023-08-31,2322347.37,2023-10-13,2275109.82,270,In Progress,,Road Construction (per km) at Howrah constituency site 27
W01193,MP007,Maharashtra,Nagpur,IA016,Drainage / Sewage Line (per km),1.15,km,24.77282,85.06543,2026-03-24,1352832.06,2026-04-23,1322327.37,180,Completed,2026-08-23,Drainage / Sewage Line (per km) at Nagpur constituency site 28
W01194,MP035,West Bengal,Malda,IA014,Public Toilet Complex,2.7,unit,17.20354,82.95108,2025-07-29,1078941.33,2025-08-28,1042263.57,120,In Progress,,Public Toilet Complex at Malda constituency site 29
W01195,MP032,Tamil Nadu,Coimbatore,IA024,Community Hall,1.0,unit,29.57986,86.26828,2023-12-13,3460944.82,2024-01-22,3321461.82,240,Completed,2024-08-21,Community Hall at Coimbatore constituency site 30
W01196,MP001,West Bengal,Malda,IA014,Community Hall,1.0,unit,17.17278,82.91951,2024-12-01,3425602.93,2025-01-07,3410646.41,240,Completed,2025-07-01,Community Hall at Malda constituency site 31
W01197,MP011,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2.53,unit,27.41588,82.13644,2024-08-26,2531506.91,2024-09-24,2450173.38,150,Completed,2025-01-26,Drinking Water Facility at Muzaffarpur constituency site 32
W01198,MP034,Uttar Pradesh,Gorakhpur,IA008,Street Lighting (per 50 units),1.81,batch,16.26349,87.51808,2025-07-31,1027638.19,2025-09-16,976422.59,90,In Progress,,Street Lighting (per 50 units) at Gorakhpur constituency site 33
W01199,MP023,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),3.37,km,29.60123,86.20459,2023-10-12,5608920.43,2025-03-07,5361481.14,270,In Progress,,Road Construction (per km) at Coimbatore constituency site 34
W01200,MP009,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2.43,unit,27.32653,82.06784,2024-08-16,2129101.45,2024-08-27,2117532.41,150,Completed,2025-03-25,Drinking Water Facility at Muzaffarpur constituency site 35
W01201,MP039,Bihar,Gaya,IA036,Drinking Water Facility,1.38,unit,23.42035,73.13257,2025-03-15,1162623.36,2025-03-28,1171538.51,150,Completed,2025-09-06,Drinking Water Facility at Gaya constituency site 36
W01202,MP014,Maharashtra,Pune,IA003,School Building Renovation,1.52,unit,20.45026,86.95843,2024-05-14,1703790.09,2024-06-07,1729509.07,200,Completed,2025-02-05,School Building Renovation at Pune constituency site 37
W01203,MP036,Maharashtra,Nagpur,IA016,Health Sub-Centre Upgrade,1.0,unit,24.63619,85.2533,2025-06-11,1441930.2,2025-07-02,1427376.25,210,Completed,2026-02-24,Health Sub-Centre Upgrade at Nagpur constituency site 38
W01204,MP003,Bihar,Patna,IA023,Community Hall,1.0,unit,21.73683,75.65604,2026-02-28,3543959.45,2026-03-22,3473836.06,240,In Progress,,Community Hall at Patna constituency site 39
W01205,MP037,Bihar,Muzaffarpur,IA032,Community Hall,1.0,unit,27.46889,82.00231,2025-03-21,2894640.92,2025-05-14,2916819.93,240,In Progress,,Community Hall at Muzaffarpur constituency site 40
W01206,MP039,Bihar,Gaya,IA025,Road Construction (per km),3.99,km,23.3639,72.96516,2024-05-28,8542596.95,2024-06-26,8683765.13,270,Completed,2025-06-12,Road Construction (per km) at Gaya constituency site 41
W01207,MP013,Uttar Pradesh,Gorakhpur,IA026,School Building Renovation,1.92,unit,16.53054,87.59588,2025-11-04,2891264.97,2025-11-16,3007527.42,200,Completed,2026-08-14,School Building Renovation at Gorakhpur constituency site 42
W01208,MP001,West Bengal,Malda,IA007,Drinking Water Facility,2.25,unit,17.2693,82.8515,2024-07-31,2264794.95,2024-08-23,2209352.21,150,Completed,2024-11-27,Drinking Water Facility at Malda constituency site 43
W01209,MP038,Tamil Nadu,Salem,IA059,Community Hall,1.0,unit,26.67807,75.04993,2025-02-17,3615912.53,2025-04-03,3504036.63,240,In Progress,,Community Hall at Salem constituency site 44
W01210,MP020,Tamil Nadu,Coimbatore,IA015,Community Hall,1.0,unit,29.57748,86.41715,2026-01-17,4181546.95,2026-03-12,4205771.88,240,In Progress,,Community Hall at Coimbatore constituency site 45
W01211,MP009,Bihar,Patna,IA023,School Building Renovation,1.63,unit,21.66661,75.65771,2023-07-17,2085665.1,2023-09-13,2139328.94,200,Completed,2024-07-02,School Building Renovation at Patna constituency site 46
W01212,MP011,Bihar,Patna,IA023,Drinking Water Facility,1.65,unit,21.70422,75.61957,2024-07-21,1325815.83,2024-09-07,1248045.66,150,Completed,2024-12-25,Drinking Water Facility at Patna constituency site 47
W01213,MP033,Uttar Pradesh,Meerut,IA047,Health Sub-Centre Upgrade,1.0,unit,27.76773,83.07989,2023-11-23,1668180.63,2023-12-16,1633100.04,210,In Progress,,Health Sub-Centre Upgrade at Meerut constituency site 48
W01214,MP011,Bihar,Muzaffarpur,IA032,Road Construction (per km),2.33,km,27.44863,82.19416,2024-01-15,3700808.0,2024-03-02,3672912.61,270,Completed,2024-11-08,Road Construction (per km) at Muzaffarpur constituency site 49
W01215,MP022,Uttar Pradesh,Meerut,IA018,Drainage / Sewage Line (per km),0.84,km,27.8475,83.25656,2024-12-30,1103847.73,2025-02-12,1098338.58,180,Completed,2025-12-06,Drainage / Sewage Line (per km) at Meerut constituency site 50
W01216,MP025,Bihar,Patna,IA023,Road Construction (per km),2.75,km,21.52464,75.71065,2023-08-09,4832018.77,2023-09-28,4980684.29,270,Completed,2024-03-29,Road Construction (per km) at Patna constituency site 51
W01217,MP033,Uttar Pradesh,Gorakhpur,IA046,Public Toilet Complex,2.26,unit,16.37969,87.51711,2023-05-08,1175195.38,2023-06-24,1201142.39,120,Completed,2023-09-27,Public Toilet Complex at Gorakhpur constituency site 52
W01218,MP004,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2.57,km,27.5005,82.10141,2023-12-14,3347401.59,2024-01-12,3271390.91,180,Completed,2024-06-23,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 53
W01219,MP015,West Bengal,Malda,IA050,Health Sub-Centre Upgrade,1.0,unit,17.24251,82.84839,2025-09-17,1646781.32,2025-10-19,1727034.18,210,Completed,2026-04-11,Health Sub-Centre Upgrade at Malda constituency site 54
W01220,MP014,Maharashtra,Pune,IA003,Street Lighting (per 50 units),1.61,batch,20.44576,86.71059,2024-05-30,933408.03,2024-07-16,908249.17,90,Completed,2024-10-03,Street Lighting (per 50 units) at Pune constituency site 55
W01221,MP023,Tamil Nadu,Coimbatore,IA024,Community Hall,1.0,unit,29.44902,86.14125,2023-12-24,3527493.78,2024-01-18,3734733.29,240,In Progress,,Community Hall at Coimbatore constituency site 56
W01222,MP034,Uttar Pradesh,Gorakhpur,IA054,Health Sub-Centre Upgrade,1.0,unit,16.55114,87.69361,2024-10-06,1808192.71,2024-11-08,1913969.93,210,Completed,2025-03-15,Health Sub-Centre Upgrade at Gorakhpur constituency site 57
W01223,MP009,Bihar,Gaya,IA042,Road Construction (per km),1.17,km,23.24183,72.87882,2023-10-31,1877087.25,2023-11-17,1883159.39,270,Completed,2024-09-29,Road Construction (per km) at Gaya constituency site 58
W01224,MP024,Maharashtra,Nagpur,IA035,Drinking Water Facility,2.88,unit,24.50869,85.24858,2024-02-28,3030239.22,2024-04-05,3095767.21,150,Completed,2024-08-05,Drinking Water Facility at Nagpur constituency site 59
W01225,MP019,Maharashtra,Nashik,IA048,Street Lighting (per 50 units),1.44,batch,16.91921,79.29071,2026-01-28,911427.28,2026-02-19,919033.78,90,In Progress,,Street Lighting (per 50 units) at Nashik constituency site 60
W01226,MP013,Uttar Pradesh,Gorakhpur,IA046,School Building Renovation,1.28,unit,16.36965,87.49925,2024-07-12,1536495.97,2024-07-25,1587799.58,200,Completed,2025-06-14,School Building Renovation at Gorakhpur constituency site 61
W01227,MP035,West Bengal,Malda,IA007,Drinking Water Facility,1.98,unit,17.21677,83.01333,2024-10-26,1765608.54,2024-11-24,1736872.0,150,Completed,2025-04-19,Drinking Water Facility at Malda constituency site 62
W01228,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),2.24,km,20.51434,86.91831,2024-06-24,2554284.7,2024-07-29,2667554.97,180,Completed,2025-01-25,Drainage / Sewage Line (per km) at Pune constituency site 63
W01229,MP018,Bihar,Gaya,IA049,Drainage / Sewage Line (per km),0.47,km,23.45302,73.0325,2023-05-28,724385.25,2023-07-01,717543.81,180,Completed,2023-12-31,Drainage / Sewage Line (per km) at Gaya constituency site 64
W01230,MP008,West Bengal,Howrah,IA056,Health Sub-Centre Upgrade,1.0,unit,22.01956,72.5882,2026-03-29,1494212.88,2026-04-17,1424223.8,210,In Progress,,Health Sub-Centre Upgrade at Howrah constituency site 65
W01231,MP001,West Bengal,Malda,IA051,Community Hall,1.0,unit,17.22681,82.86834,2024-04-13,4191408.28,2024-05-22,3956212.8,240,Completed,2025-02-27,Community Hall at Malda constituency site 66
W01232,MP013,Uttar Pradesh,Gorakhpur,IA008,Road Construction (per km),3.88,km,16.41584,87.53449,2025-03-23,6508573.83,2025-04-03,6279028.47,270,Completed,2026-03-06,Road Construction (per km) at Gorakhpur constituency site 67
W01233,MP035,West Bengal,Malda,IA021,Community Hall,1.0,unit,17.43036,82.78911,2025-03-22,3989385.33,2025-04-24,4113187.45,240,Completed,2026-01-13,Community Hall at Malda constituency site 68
W01234,MP038,Tamil Nadu,Coimbatore,IA015,Public Toilet Complex,1.57,unit,29.47893,86.43762,2025-06-15,702281.84,2025-07-04,680113.78,120,Completed,2025-10-12,Public Toilet Complex at Coimbatore constituency site 69
W01235,MP006,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.55218,82.09561,2023-08-20,1600896.43,2023-10-15,1675704.88,210,Completed,2024-03-22,Health Sub-Centre Upgrade at Muzaffarpur constituency site 70
W01236,MP032,Tamil Nadu,Coimbatore,IA015,Road Construction (per km),1.71,km,29.63645,86.22455,2025-01-12,2966054.21,2025-02-28,2878979.15,270,Completed,2025-09-27,Road Construction (per km) at Coimbatore constituency site 71
W01237,MP026,Maharashtra,Nagpur,IA016,Drinking Water Facility,2.0,unit,24.75638,85.01426,2024-08-29,2106013.0,2024-10-19,2113265.64,150,Completed,2025-02-25,Drinking Water Facility at Nagpur constituency site 72
W01238,MP033,Uttar Pradesh,Meerut,IA040,Drinking Water Facility,1.78,unit,27.94702,83.11324,2024-07-04,1566348.23,2024-07-14,1545604.4,150,Completed,2025-02-08,Drinking Water Facility at Meerut constituency site 73
W01239,MP040,Bihar,Gaya,IA042,Public Toilet Complex,2.87,unit,23.3691,73.06761,2024-04-30,1149792.71,2024-06-09,1141270.4,120,Completed,2024-07-27,Public Toilet Complex at Gaya constituency site 74
W01240,MP004,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.78,km,27.42993,82.15839,2025-02-26,2295577.6,2025-03-12,2225897.5,180,Completed,2025-08-18,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 75
W01241,MP033,Uttar Pradesh,Meerut,IA005,Street Lighting (per 50 units),3.01,batch,27.82284,83.30544,2023-07-30,1524819.01,2023-08-28,1523484.54,90,Completed,2023-11-22,Street Lighting (per 50 units) at Meerut constituency site 76
W01242,MP026,Maharashtra,Nagpur,IA035,Road Construction (per km),4.46,km,24.62999,85.0884,2023-12-07,7769384.69,2023-12-29,7720022.3,270,Completed,2024-12-11,Road Construction (per km) at Nagpur constituency site 77
W01243,MP023,Tamil Nadu,Coimbatore,IA055,School Building Renovation,1.05,unit,29.51217,86.19941,2023-10-01,1196651.39,2023-10-29,1215926.94,200,Completed,2024-05-07,School Building Renovation at Coimbatore constituency site 78
W01244,MP027,Uttar Pradesh,Sitapur,IA017,Community Hall,1.0,unit,26.64527,79.15649,2024-07-11,3628400.41,2024-08-19,3652467.49,240,In Progress,,Community Hall at Sitapur constituency site 79
W01245,MP007,Maharashtra,Nagpur,IA016,Drinking Water Facility,1.62,unit,24.70391,85.28538,2024-08-05,1451550.29,2024-10-03,1384452.43,150,Completed,2025-01-26,Drinking Water Facility at Nagpur constituency site 80
W01246,MP004,Bihar,Gaya,IA049,Public Toilet Complex,2.05,unit,23.29929,72.93952,2024-01-18,884459.9,2024-02-06,879557.42,120,Completed,2024-06-10,Public Toilet Complex at Gaya constituency site 81
W01247,MP037,Bihar,Muzaffarpur,IA032,School Building Renovation,1.97,unit,27.54754,82.00906,2025-12-04,2405124.91,2025-12-23,2449975.85,200,Completed,2026-06-30,School Building Renovation at Muzaffarpur constituency site 82
W01248,MP030,Bihar,Muzaffarpur,IA032,School Building Renovation,1.01,unit,27.36113,82.05633,2025-04-16,1339508.2,2025-05-20,1375087.32,200,Completed,2025-12-12,School Building Renovation at Muzaffarpur constituency site 83
W01249,MP027,Uttar Pradesh,Sitapur,IA029,Public Toilet Complex,2.56,unit,26.53579,78.89204,2023-04-25,968207.75,2023-05-15,931934.28,120,Completed,2023-09-14,Public Toilet Complex at Sitapur constituency site 84
W01250,MP018,Bihar,Gaya,IA025,School Building Renovation,1.32,unit,23.20354,72.90005,2024-09-01,2018898.17,2024-09-30,1947956.46,200,Completed,2025-02-08,School Building Renovation at Gaya constituency site 85
W01251,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2.54,km,27.48604,82.22339,2025-10-15,3673119.08,2025-11-05,3483063.54,180,Completed,2026-08-13,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 86
W01252,MP038,Tamil Nadu,Coimbatore,IA024,Community Hall,1.0,unit,29.46129,86.14705,2024-11-30,3152004.79,2024-12-31,3293155.15,240,In Progress,,Community Hall at Coimbatore constituency site 87
W01253,MP034,Uttar Pradesh,Gorakhpur,IA052,School Building Renovation,1.4,unit,16.4161,87.47086,2023-04-11,1561777.59,2023-05-24,1572346.85,200,In Progress,,School Building Renovation at Gorakhpur constituency site 88
W01254,MP005,Tamil Nadu,Salem,IA006,Community Hall,1.0,unit,26.59225,74.97149,2024-07-13,3398613.07,2024-09-04,3392157.7,240,Completed,2025-05-19,Community Hall at Salem constituency site 89
W01255,MP006,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.64,km,27.4965,81.98838,2025-10-14,2006907.72,2025-11-29,2091197.59,180,Completed,2026-05-15,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 90
W01256,MP033,Uttar Pradesh,Meerut,IA018,Drainage / Sewage Line (per km),0.91,km,27.75152,83.15453,2023-11-19,1483589.56,2023-12-04,1448183.33,180,Completed,2024-06-27,Drainage / Sewage Line (per km) at Meerut constituency site 91
W01257,MP003,Bihar,Patna,IA023,Road Construction (per km),4.12,km,21.57171,75.57555,2023-08-26,8625519.58,2023-10-11,8506469.28,270,Completed,2024-07-04,Road Construction (per km) at Patna constituency site 92
W01258,MP022,Uttar Pradesh,Meerut,IA018,Community Hall,1.0,unit,27.83191,83.2999,2023-08-11,3729965.73,2023-10-09,3750740.17,240,Completed,2024-04-13,Community Hall at Meerut constituency site 93
W01259,MP005,Tamil Nadu,Coimbatore,IA015,Drainage / Sewage Line (per km),1.48,km,29.50974,86.23032,2024-10-01,2393397.64,2024-11-14,2242873.55,180,Completed,2025-05-31,Drainage / Sewage Line (per km) at Coimbatore constituency site 94
W01260,MP017,Uttar Pradesh,Gorakhpur,IA026,Community Hall,1.0,unit,16.30066,87.72546,2023-07-24,3561432.11,2023-08-13,3448291.72,240,Completed,2024-05-15,Community Hall at Gorakhpur constituency site 95
W01261,MP005,Tamil Nadu,Salem,IA006,Street Lighting (per 50 units),2.6,batch,26.70094,75.10878,2025-09-09,1289678.6,2025-10-17,1294568.27,90,Completed,2026-01-30,Street Lighting (per 50 units) at Salem constituency site 96
W01262,MP031,Uttar Pradesh,Gorakhpur,IA008,Street Lighting (per 50 units),3.03,batch,16.30687,87.53366,2024-01-16,2052991.79,2024-03-08,2192268.69,90,Completed,2024-06-01,Street Lighting (per 50 units) at Gorakhpur constituency site 0
W01263,MP017,Uttar Pradesh,Gorakhpur,IA046,Road Construction (per km),2.51,km,16.54756,87.56496,2023-05-28,4876951.74,2023-06-29,4805630.4,270,Completed,2024-05-02,Road Construction (per km) at Gorakhpur constituency site 1
W01264,MP027,Uttar Pradesh,Sitapur,IA010,Public Toilet Complex,2.75,unit,26.51575,79.10546,2024-06-05,1198787.06,2024-08-01,1195092.73,120,Completed,2024-11-06,Public Toilet Complex at Sitapur constituency site 2
W01265,MP020,Tamil Nadu,Coimbatore,IA055,Health Sub-Centre Upgrade,1.0,unit,29.50272,86.30984,2024-08-13,1669302.15,2024-08-27,1619112.73,210,Completed,2025-06-02,Health Sub-Centre Upgrade at Coimbatore constituency site 3
W01266,MP023,Tamil Nadu,Coimbatore,IA055,Community Hall,1.0,unit,29.52115,86.36507,2023-08-25,3355259.72,2023-09-18,3227308.9,240,Completed,2024-05-12,Community Hall at Coimbatore constituency site 4
W01267,MP032,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,1.21,unit,29.57292,86.20701,2026-02-24,582898.57,2026-04-03,555820.92,120,Completed,2026-07-28,Public Toilet Complex at Coimbatore constituency site 5
W01268,MP006,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.32537,82.22947,2023-07-26,1435670.29,2023-08-10,1416115.11,210,Completed,2024-05-28,Health Sub-Centre Upgrade at Muzaffarpur constituency site 6
W01269,MP018,Bihar,Gaya,IA011,Road Construction (per km),1.68,km,23.21826,72.95097,2025-12-14,2913229.63,2025-12-28,3041857.68,270,In Progress,,Road Construction (per km) at Gaya constituency site 7
W01270,MP028,Tamil Nadu,Salem,IA006,Drainage / Sewage Line (per km),1.18,km,26.54402,75.25453,2024-02-20,1613189.47,2024-04-16,1631844.33,180,Completed,2024-11-06,Drainage / Sewage Line (per km) at Salem constituency site 8
W01271,MP002,West Bengal,Malda,IA002,Health Sub-Centre Upgrade,1.0,unit,17.27723,82.97933,2025-10-20,1533483.55,2025-12-01,1499892.61,210,Completed,2026-08-28,Health Sub-Centre Upgrade at Malda constituency site 9
W01272,MP020,Tamil Nadu,Coimbatore,IA015,Community Hall,1.0,unit,29.57276,86.38863,2023-06-01,3881725.77,2023-06-14,3802462.67,240,In Progress,,Community Hall at Coimbatore constituency site 10
W01273,MP023,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,1.74,unit,29.70025,86.28158,2026-02-04,1466575.91,2026-03-18,1473610.05,150,In Progress,,Drinking Water Facility at Coimbatore constituency site 11
W01274,MP008,West Bengal,Howrah,IA037,Community Hall,1.0,unit,21.94804,72.79809,2024-10-19,3240053.96,2024-11-24,3486800.81,240,Completed,2025-06-20,Community Hall at Howrah constituency site 12
W01275,MP033,Uttar Pradesh,Meerut,IA040,Health Sub-Centre Upgrade,1.0,unit,28.01972,83.12652,2023-07-26,1325112.12,2023-08-14,1342778.43,210,In Progress,,Health Sub-Centre Upgrade at Meerut constituency site 13
W01276,MP024,Maharashtra,Nagpur,IA001,Community Hall,1.0,unit,24.51067,85.22666,2025-02-01,3346972.3,2025-03-23,3535794.73,240,Completed,2025-07-23,Community Hall at Nagpur constituency site 14
W01277,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.96,km,27.4016,82.00594,2023-05-22,2990422.41,2023-06-29,3011248.65,180,In Progress,,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 15
W01278,MP015,West Bengal,Malda,IA014,School Building Renovation,1.22,unit,17.20666,82.818,2025-07-02,1450510.35,2025-07-20,1368873.41,200,Completed,2025-12-02,School Building Renovation at Malda constituency site 16
W01279,MP001,West Bengal,Malda,IA051,Community Hall,1.0,unit,17.40343,82.85854,2025-07-09,3935139.01,2025-08-26,3713915.35,240,Completed,2026-02-18,Community Hall at Malda constituency site 17
W01280,MP010,Bihar,Gaya,IA042,Health Sub-Centre Upgrade,1.0,unit,23.35181,73.0377,2023-10-21,1931768.22,2023-12-18,1862594.27,210,Completed,2024-06-08,Health Sub-Centre Upgrade at Gaya constituency site 18
W01281,MP021,West Bengal,Howrah,IA022,Public Toilet Complex,2.16,unit,22.12843,72.61338,2024-05-18,825166.17,2024-06-28,854841.1,120,Completed,2024-11-23,Public Toilet Complex at Howrah constituency site 19
W01282,MP022,Uttar Pradesh,Gorakhpur,IA008,School Building Renovation,1.33,unit,16.27107,87.67666,2025-09-23,1411908.25,2025-10-06,1360709.28,200,Completed,2026-01-28,School Building Renovation at Gorakhpur constituency site 20
W01283,MP013,Uttar Pradesh,Gorakhpur,IA004,Street Lighting (per 50 units),2.18,batch,16.29591,87.52574,2024-03-20,1428795.53,2024-05-13,1488138.96,90,Completed,2024-09-13,Street Lighting (per 50 units) at Gorakhpur constituency site 21
W01284,MP017,Uttar Pradesh,Gorakhpur,IA052,Community Hall,1.0,unit,16.41916,87.49698,2023-05-28,3834156.48,2023-07-20,3758389.69,240,Completed,2024-04-07,Community Hall at Gorakhpur constituency site 22
W01285,MP017,Uttar Pradesh,Gorakhpur,IA052,Drainage / Sewage Line (per km),0.73,km,16.37845,87.65459,2026-01-28,1206260.7,2026-03-20,1176300.08,180,Completed,2026-08-30,Drainage / Sewage Line (per km) at Gorakhpur constituency site 23
W01286,MP022,Uttar Pradesh,Meerut,IA040,Drinking Water Facility,1.18,unit,27.98344,83.30562,2023-05-02,1092475.35,2023-05-23,1059929.24,150,Completed,2023-08-19,Drinking Water Facility at Meerut constituency site 24
W01287,MP032,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),3.27,km,29.66054,86.38227,2025-12-17,5422760.67,2026-01-15,5414286.97,270,In Progress,,Road Construction (per km) at Coimbatore constituency site 25
W01288,MP020,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),2.95,km,29.57646,86.40251,2025-02-23,4637993.45,2025-03-30,4976145.35,270,Completed,2025-09-27,Road Construction (per km) at Coimbatore constituency site 26
W01289,MP035,West Bengal,Malda,IA028,Community Hall,1.0,unit,17.42404,83.06062,2024-11-28,3320516.63,2025-01-21,3490847.03,240,Completed,2025-08-14,Community Hall at Malda constituency site 27
W01290,MP023,Tamil Nadu,Coimbatore,IA015,Street Lighting (per 50 units),2.56,batch,29.59704,86.33853,2024-08-12,1574822.9,2024-09-11,1602013.58,90,Completed,2024-12-10,Street Lighting (per 50 units) at Coimbatore constituency site 28
W01291,MP011,Bihar,Gaya,IA049,Drainage / Sewage Line (per km),1.94,km,23.29904,73.12394,2024-06-06,2799449.78,2024-07-22,2981288.39,180,Completed,2025-01-12,Drainage / Sewage Line (per km) at Gaya constituency site 29
W01292,MP039,Bihar,Gaya,IA042,Health Sub-Centre Upgrade,1.0,unit,23.23964,72.91589,2025-05-29,1403770.84,2025-07-03,1449679.79,210,Completed,2026-01-27,Health Sub-Centre Upgrade at Gaya constituency site 30
W01293,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,2.28,unit,26.38461,84.47881,2025-01-08,846117.45,2025-02-18,834924.16,120,Completed,2025-07-26,Public Toilet Complex at Varanasi constituency site 31
W01294,MP033,Uttar Pradesh,Meerut,IA018,Public Toilet Complex,2.11,unit,27.91172,83.29669,2024-06-17,881754.81,2024-06-28,897252.67,120,Completed,2024-11-23,Public Toilet Complex at Meerut constituency site 32
W01295,MP017,Uttar Pradesh,Gorakhpur,IA046,Drinking Water Facility,2.03,unit,16.34146,87.70189,2025-04-03,1905505.47,2025-05-20,1936664.98,150,In Progress,,Drinking Water Facility at Gorakhpur constituency site 33
W01296,MP033,Uttar Pradesh,Meerut,IA018,Drinking Water Facility,1.19,unit,27.73171,83.07728,2023-08-18,1026318.2,2023-09-14,1032625.18,150,Completed,2024-01-15,Drinking Water Facility at Meerut constituency site 34
W01297,MP012,Uttar Pradesh,Varanasi,IA057,Drinking Water Facility,2.58,unit,26.41964,84.46096,2025-06-17,2191029.29,2025-08-02,2193855.23,150,Completed,2025-10-06,Drinking Water Facility at Varanasi constituency site 35
W01298,MP003,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1.0,unit,21.57468,75.6334,2025-06-25,1568469.03,2025-08-21,1567327.67,210,Completed,2025-11-14,Health Sub-Centre Upgrade at Patna constituency site 36
W01299,MP023,Tamil Nadu,Coimbatore,IA015,Health Sub-Centre Upgrade,1.0,unit,29.66906,86.27565,2023-10-21,1663149.02,2023-12-17,1658877.24,210,Completed,2024-09-04,Health Sub-Centre Upgrade at Coimbatore constituency site 37
W01300,MP019,Maharashtra,Nashik,IA048,School Building Renovation,1.12,unit,16.87936,79.18378,2024-05-20,1153048.0,2024-07-10,1158056.42,200,In Progress,,School Building Renovation at Nashik constituency site 38
